Name,RA,Dec,D,z,Origin,F60,F70,F100,F160,F250,F350,F500,sigma60,sigma70,sigma100,sigma160,sigma250,sigma350,sigma500,L_IR
F00073+2538,09:53.4,+25:55:27.7,1.953438e+24,0.01523,GOALS,,10480.0,14260.0,11850.0,5311.0,2025.9999999999998,718.0,,520.0,710.0,590.0,347.0,134.0,46.0,11.12
F00085-1223,11:06.6,-12:06:28.2,2.51509e+24,0.01962,GOALS,,18210.0,17680.0,10650.0,3573.0,1239.0,339.0,,840.0,810.0,480.0,214.0,75.0,21.0,11.49
F00163-1039,18:50.4,-10:22:05.3,3.4378040000000005e+24,0.027219999999999998,GOALS,,8038.0,9876.0,7496.0,2862.0,1209.0,419.0,,403.0,495.0,375.0,189.0,81.0,33.0,11.48
F00344-3349,36:52.5,-33:33:17.2,2.6354440000000004e+24,0.0206,GOALS,,6195.0,5096.0,2341.0,639.0,216.0,67.0,,276.0,228.0,101.0,38.0,14.0,6.0,11.28
F00402-2349,42:49.3,-23:33:04.3,2.817518e+24,0.02217,GOALS,,14600.0,20000.0,16110.0,6397.0,2441.0,703.0,,560.0,770.0,600.0,323.0,124.0,35.0,11.44
F00506+7248,54:03.9,+73:05:05.9,2.0892220000000003e+24,0.0157,GOALS,,25310.0,29070.0,20340.0,7968.0,2793.0,896.0,,1270.0,1450.0,1020.0,485.0,174.0,57.0,11.5
F00548+4331,57:39.7,+43:47:47.7,2.286726e+24,0.01811,GOALS,,10910.0,13070.0,9945.0,4014.0000000000005,1600.0,478.0,,550.0,650.0,498.0,266.0,108.0,39.0,11.19
F01053-1746,07:47.5,-17:30:25.6,2.536692e+24,0.020069999999999998,GOALS,,25560.0,29280.0,21460.0,8991.0,3277.0,1022.9999999999999,,1280.0,1470.0,1080.0,546.0,201.0,62.0,11.71
F01076-1707,10:08.9,-16:51:09.9,4.159928000000001e+24,0.03349,GOALS,,8996.0,11370.0,8758.0,3077.0,1181.0,349.0,,410.0,510.0,388.0,187.0,74.0,23.0,11.65
F01159-4443,18:08.3,-44:27:51.9,2.7064220000000004e+24,0.02104,GOALS,,9934.0,10880.0,7735.0,2948.0,1155.0,341.0,,498.0,540.0,387.0,194.0,77.0,25.0,11.38
F01173+1405,20:02.6,+14:21:42.3,2.536692e+24,0.03123,GOALS,,11710.0,11330.0,6907.0,2125.0,770.0,230.0,,530.0,510.0,306.0,128.0,48.0,15.0,11.69
F01325-3623,34:51.3,-36:08:14.4,2.536692e+24,0.016,GOALS,,10580.0,16430.0,15260.0,6565.0,2621.0,881.0,,490.0,750.0,680.0,408.0,163.0,56.0,11.06
F01341-3735,36:23.8,-37:19:51.9,2.22192e+24,0.01732,GOALS,,9294.0,12450.0,10600.0,4107.0,1651.0,522.0,,300.0,410.0,360.0,269.0,110.0,38.0,11.16
F01364-1042,38:52.8,-10:27:12.1,5.897346e+24,0.04825,GOALS,,7395.0,6845.0,3989.0,1336.0,517.0,158.0,,334.0,307.0,174.0,80.0,32.0,11.0,11.85
F01417+1651,44:30.6,+17:06:09.0,3.474836e+24,0.027939999999999996,GOALS,,14740.0,13440.0,7770.0,2608.0,995.0,302.0,,670.0,610.0,344.0,156.0,61.0,19.0,11.64
F01484+2220,51:14.3,+22:34:56.0,4.0241440000000003e+24,0.03247,GOALS,,9303.0,13240.0,11200.0,4959.0,1942.0,655.0,,466.0,660.0,560.0,302.0,120.0,47.0,11.68
F01519+3640,54:57.8,+36:55:07.9,2.3731340000000003e+24,0.01875,GOALS,,6769.0,8267.0,6291.0,2537.0,1031.0,279.0,,302.0,359.0,253.0,127.0,55.0,28.0,11.05
F02071-1023,09:31.8,-10:09:30.7,1.644838e+24,0.01285,GOALS,,36900.0,44000.0,34540.0,14720.0,5799.0,1837.0,,1040.0,1220.0,960.0,540.0,216.0,70.0,11.05
F02070+3857,10:09.5,+39:11:24.7,2.2712959999999998e+24,0.01793,GOALS,,14560.0,24950.0,24860.0,12780.0,5194.0,1621.0,,730.0,1250.0,1240.0,790.0,324.0,102.0,11.36
F02114+0456,14:00.8,+05:10:13.8,3.777264e+24,0.03022,GOALS,,5922.0,8032.0,6672.0,3038.0,1261.0,421.0,,287.0,379.0,310.0,166.0,71.0,39.0,11.43
F02152+1418,17:56.5,+14:31:58.2,1.632494e+24,0.01305,GOALS,,16110.0,28560.0,31250.0,16900.0,7291.0,2449.0,,660.0,1210.0,1350.0,1100.0,475.0,162.0,11.1
F02203+3158,23:20.5,+32:11:33.6,4.187702e+24,0.033710000000000004,GOALS,,9069.0,13030.0,11300.0,4206.0,1651.0,529.0,,320.0,450.0,370.0,277.0,111.0,42.0,11.64
F02208+4744,24:08.0,+47:58:11.9,2.0059000000000002e+24,0.015609999999999999,GOALS,,13110.0,17480.0,13750.0,5036.0,1974.0,563.0,,590.0,780.0,600.0,304.0,121.0,34.0,11.12
F02281-0309,30:42.8,-02:56:20.5,2.394736e+24,0.01914,GOALS,,8261.0,16780.0,19750.0,10460.0,4532.0,1614.0,,415.0,840.0,990.0,680.0,297.0,114.0,11.2
F02345+2053,37:25.5,+21:06:02.8,1.740504e+24,0.01381,GOALS,,11900.0,16250.0,13370.0,5906.0,2341.0,734.0,,600.0,810.0,670.0,364.0,145.0,47.0,11.07
F02435+1253,46:17.5,+13:05:44.6,2.73111e+24,0.02188,GOALS,,9946.0,15330.0,13480.0,6147.0,2380.0,756.0,,498.0,770.0,670.0,375.0,148.0,52.0,11.33
F02437+2122,46:39.1,+21:35:10.4,2.9131840000000004e+24,0.02331,GOALS,,6927.0,7725.0,5027.0,1823.0,658.0,185.0,,313.0,347.0,219.0,106.0,38.0,12.0,11.16
F02437+2123,46:45.0,+21:33:23.5,2.9131840000000004e+24,0.02331,GOALS,,195.0,541.0,584.0,491.0,221.0,79.0,,14.0,29.0,31.0,31.0,15.0,8.0,11.16
F02512+1446,54:01.8,+14:58:26.0,3.940822e+24,0.03188,GOALS,,8701.0,10360.0,7659.0,3096.0,1197.0,382.0,,436.0,520.0,383.0,204.0,80.0,24.0,11.67
F03117+4151,15:01.5,+42:02:08.6,2.9471300000000003e+24,0.02334,GOALS,,9116.0,11570.0,9210.0,4135.0,1601.0,518.0,,456.0,580.0,461.0,251.0,99.0,33.0,11.41
F03117+4151,15:01.5,+42:02:08.6,2.9471300000000003e+24,0.02334,GOALS,,575.0,1341.0,1660.0,990.0,429.0,134.0,,32.0,69.0,84.0,61.0,28.0,12.0,11.41
F03117+4151,15:14.6,+41:58:50.0,2.9471300000000003e+24,0.02334,GOALS,,9116.0,11570.0,9210.0,4135.0,1601.0,518.0,,456.0,580.0,461.0,251.0,99.0,33.0,11.41
F03117+4151,15:14.6,+41:58:50.0,2.9471300000000003e+24,0.02334,GOALS,,575.0,1341.0,1660.0,990.0,429.0,134.0,,32.0,69.0,84.0,61.0,28.0,12.0,11.41
F03164+4119,19:48.2,+41:30:42.0,2.2342640000000003e+24,0.01756,GOALS,,6807.0,7490.0,5691.0,3506.0,2851.0,2739.0,,343.0,377.0,286.0,217.0,176.0,168.0,11.26
F03217+4022,25:05.4,+40:33:32.2,2.9471300000000003e+24,0.02337,GOALS,,9122.0,10840.0,7913.0,3134.0,1204.0,358.0,,412.0,490.0,345.0,191.0,75.0,24.0,11.33
F03316-3618,33:36.4,-36:08:25.9,5.46222e+23,0.0054600000000000004,GOALS,,137600.0,221500.0,209700.0,103700.0,43940.0,15630.0,,6900.0,11100.0,10500.0,6700.0,2860.0,1020.0,11.0
F03359+1523,38:47.1,+15:32:54.1,4.3759480000000006e+24,0.0354,GOALS,,7170.0,7541.0,4878.0,1643.0,599.0,187.0,,324.0,339.0,213.0,99.0,38.0,13.0,11.55
F03514+1546,54:16.0,+15:55:43.4,2.780486e+24,0.02222,GOALS,,6673.0,8845.0,6946.0,3065.0,1130.0,356.0,,334.0,443.0,348.0,186.0,71.0,25.0,11.2
F03514+1546,54:16.0,+15:55:43.4,2.780486e+24,0.02222,GOALS,,2255.0,3804.0,4014.9999999999995,2188.0,867.0,310.0,,114.0,191.0,201.0,135.0,56.0,24.0,11.2
F03514+1546,54:07.7,+15:59:24.3,2.780486e+24,0.02222,GOALS,,6673.0,8845.0,6946.0,3065.0,1130.0,356.0,,334.0,443.0,348.0,186.0,71.0,25.0,11.2
F03514+1546,54:07.7,+15:59:24.3,2.780486e+24,0.02222,GOALS,,2255.0,3804.0,4014.9999999999995,2188.0,867.0,310.0,,114.0,191.0,201.0,135.0,56.0,24.0,11.2
03582+6012,02:32.5,+60:20:40.0,3.81121e+24,0.030010000000000002,GOALS,,5685.0,5922.0,3745.0,1598.0,659.0,158.0,,285.0,296.0,188.0,98.0,44.0,14.0,11.43
F04097+0525,12:22.7,+05:32:49.1,2.231178e+24,0.0177,GOALS,,10520.0,16860.0,15620.0,7324.0,3541.0,1068.0,,530.0,840.0,780.0,480.0,223.0,71.0,11.2
F04118-3207,13:49.7,-32:00:25.3,1.536828e+24,0.011909999999999999,GOALS,,17570.0,22280.0,16820.0,6401.0,2406.0,669.0,,810.0,1020.0,750.0,388.0,148.0,41.0,11.07
F04191-1855,21:20.0,-18:48:48.4,4.0118000000000003e+24,0.03209,GOALS,,6452.0,8676.0,7115.0,3273.0,1306.0,449.0,,323.0,434.0,356.0,215.0,87.0,28.0,11.51
F04210-4042,22:42.8,-40:36:03.1,2.626186e+24,0.020380000000000002,GOALS,,10020.0,16450.0,15320.0,7368.0,3225.0,1028.0,,500.0,820.0,770.0,484.0,199.0,63.0,11.3
04271+3849,30:33.1,+38:55:47.8,2.400908e+24,0.01881,GOALS,,7402.0,10970.0,8846.0,3815.0,1478.0,453.0,,371.0,490.0,385.0,234.0,93.0,31.0,11.11
F04315-0840,33:59.9,-08:34:46.6,2.027502e+24,0.01594,GOALS,,36740.0,37000.0,22960.0,7291.0,2650.0,748.0,,1700.0,1700.0,1040.0,452.0,165.0,49.0,11.65
F04326+1904,35:33.8,+19:10:18.0,3.1137740000000005e+24,0.02471,GOALS,,8159.000000000001,12770.0,11930.0,5210.0,2114.0,663.0,,409.0,640.0,600.0,341.0,140.0,47.0,11.41
F04454-4838,46:49.6,-48:33:30.6,6.542320000000001e+24,0.052910000000000006,GOALS,,6125.0,5284.0,2945.0,918.0,339.0,91.0,,272.0,233.0,125.0,53.0,20.0,7.0,11.86
F04502-3304,52:05.0,-32:59:26.0,2.4163379999999999e+24,0.01875,GOALS,,9169.0,10350.0,6949.0,2454.0,905.0,266.0,,414.0,460.0,303.0,153.0,59.0,21.0,11.17
F05053-0805,07:44.8,-08:01:08.7,1.900976e+24,0.01481,GOALS,,11000.0,13490.0,10830.0,4438.0,1670.0,534.0,,510.0,620.0,480.0,270.0,103.0,34.0,11.04
F05053-0805,07:44.8,-08:01:08.7,1.900976e+24,0.01481,GOALS,,402.0,818.0,954.0,596.0,315.0,121.0,,27.0,44.0,49.0,44.0,25.0,14.0,11.04
F05053-0805,07:44.6,-07:58:09.0,1.900976e+24,0.01481,GOALS,,11000.0,13490.0,10830.0,4438.0,1670.0,534.0,,510.0,620.0,480.0,270.0,103.0,34.0,11.04
F05053-0805,07:44.6,-07:58:09.0,1.900976e+24,0.01481,GOALS,,402.0,818.0,954.0,596.0,315.0,121.0,,27.0,44.0,49.0,44.0,25.0,14.0,11.04
F05054+1718,08:20.5,+17:21:57.8,2.3175859999999998e+24,0.01819,GOALS,,10430.0,11150.0,7394.0,2804.0,1014.9999999999999,293.0,,520.0,560.0,370.0,185.0,70.0,24.0,11.22
05083+2441,11:27.5,+24:45:41.1,2.925528e+24,0.02307,GOALS,,7576.0,8348.0,5716.0,2202.0,824.0,292.0,,314.0,333.0,209.0,146.0,58.0,24.0,11.26
F05081+7936,16:46.4,+79:40:12.9,6.671932e+24,0.05367,GOALS,,7492.0,10120.0,8055.0,3130.0,1167.0,349.0,,338.0,450.0,351.0,189.0,72.0,22.0,11.99
05129+5128,16:56.0,+51:31:56.9,3.508782e+24,0.02743,GOALS,,7273.0,7655.0,5028.0,1771.0,631.0,196.0,,329.0,344.0,219.0,106.0,38.0,13.0,11.42
F05189-2524,21:01.5,-25:21:46.2,5.30792e+24,0.04256,GOALS,,13530.0,11390.0,6180.0,1975.0,729.0,199.0,,610.0,510.0,269.0,118.0,44.0,14.0,12.16
F05187-1017,21:06.5,-10:14:46.2,3.5612440000000004e+24,0.02827,GOALS,,6782.0,8595.0,6583.0,2721.0,1094.0,327.0,,309.0,389.0,292.0,165.0,68.0,22.0,11.3
05368+4940,40:43.7,+49:41:41.6,2.487316e+24,0.01916,GOALS,,19400.0,26930.0,21560.0,8341.0,3223.0,948.0,,880.0,1220.0,950.0,507.0,198.0,56.0,11.46
F05365+6921,42:04.5,+69:22:42.8,1.7744500000000002e+24,0.01312,GOALS,,11590.0,26260.0,34080.0,19590.0,8715.0,3076.0,,580.0,1310.0,1710.0,1270.0,567.0,201.0,11.06
F05414+5840,45:48.0,+58:42:03.6,1.971954e+24,0.01486,GOALS,,19020.0,31330.0,28880.0,13700.0,5817.0,1858.0,,950.0,1570.0,1440.0,900.0,359.0,114.0,11.28
05442+1732,47:08.5,+17:33:29.1,2.3885640000000002e+24,0.018619999999999998,GOALS,,11860.0,13910.0,10180.0,4194.0,1639.0,578.0,,490.0,550.0,370.0,276.0,110.0,43.0,11.3
F06076-2139,09:45.8,-21:40:28.3,4.7308380000000004e+24,0.03745,GOALS,,7554.0,8405.0,5664.0,2157.0,863.0,271.0,,338.0,373.0,242.0,129.0,53.0,17.0,11.65
F06052+8027,14:13.8,+80:27:47.1,1.755934e+24,0.013080000000000001,GOALS,,12420.0,22210.0,23590.0,11550.0,4528.0,1566.0,,530.0,920.0,960.0,600.0,235.0,77.0,11.1
F06107+7822,18:37.8,+78:21:24.0,5.36964e+23,0.00298,GOALS,,198700.0,237100.0,174400.0,62780.0,22890.0,7138.0,,9900.0,11900.0,8700.0,4080.0,1490.0,465.0,11.12
F06259-4708,27:22.4,-47:10:49.4,4.946858e+24,0.03879,GOALS,,9801.0,10670.0,7175.0,2764.0,1018.9999999999999,289.0,,491.0,530.0,359.0,181.0,68.0,21.0,11.9
F06295-1735,31:46.4,-17:38:00.7,2.7619700000000003e+24,0.0213,GOALS,,8699.0,10290.0,7685.0,3006.0,1156.0,345.0,,335.0,380.0,279.0,144.0,57.0,20.0,11.25
F06538+4628,57:34.4,+46:24:10.6,2.789744e+24,0.02135,GOALS,,8877.0,10620.0,8315.0,3593.0,1363.0,429.0,,444.0,530.0,416.0,215.0,83.0,27.0,11.34
F06592-6313,59:40.3,-63:17:52.4,3.0674840000000005e+24,0.022959999999999998,GOALS,,6904.0,7530.0,5027.0,1842.0,755.0,221.0,,312.0,338.0,219.0,113.0,48.0,17.0,11.24
F07027-6011,03:26.3,-60:16:02.7,4.092036e+24,0.03132,GOALS,,7807.0,9229.0,7038.0,2540.0,1025.0,309.0,,260.0,312.0,228.0,170.0,72.0,29.0,11.64
07063+2043,09:15.0,+20:37:10.7,2.3145e+24,0.0176,GOALS,,17640.0,25860.0,22260.0,9287.0,3761.0,1173.0,,630.0,930.0,800.0,443.0,176.0,57.0,11.31
F07160-6215,16:37.7,-62:20:36.4,1.438076e+24,0.01081,GOALS,,26900.0,41220.0,37550.0,17350.0,7181.0,2273.0,,1350.0,2060.0,1880.0,1140.0,453.0,143.0,11.16
07251-0248,27:37.6,-02:54:54.8,1.0436852e+25,0.08756,GOALS,,7024.0,6419.0,3878.0,1448.0,561.0,178.0,,317.0,288.0,169.0,87.0,34.0,12.0,12.39
F07256+3355,28:46.4,+33:50:22.9,1.842342e+24,0.01379,GOALS,,24480.0,32840.0,27760.0,12020.0,4632.0,1537.0,,980.0,1260.0,1010.0,570.0,221.0,72.0,11.28
F07329+1149,35:43.4,+11:42:34.8,2.22192e+24,0.01625,GOALS,,10610.0,13130.0,9969.0,4070.9999999999995,1555.0,503.0,,480.0,590.0,437.0,250.0,95.0,31.0,11.13
F07329+1149,35:43.4,+11:42:34.8,2.22192e+24,0.01625,GOALS,,897.0,1705.0,1956.0,1008.0,436.0,154.0,,47.0,86.0,98.0,66.0,29.0,10.0,11.13
F07329+1149,35:41.5,+11:36:42.1,2.22192e+24,0.01625,GOALS,,10610.0,13130.0,9969.0,4070.9999999999995,1555.0,503.0,,480.0,590.0,437.0,250.0,95.0,31.0,11.13
F07329+1149,35:41.5,+11:36:42.1,2.22192e+24,0.01625,GOALS,,897.0,1705.0,1956.0,1008.0,436.0,154.0,,47.0,86.0,98.0,66.0,29.0,10.0,11.13
08355-4944,37:01.9,-49:54:30.0,3.459406e+24,0.0259,GOALS,,10250.0,9529.0,5637.0,1758.0,622.0,173.0,,460.0,428.0,246.0,105.0,40.0,15.0,11.62
F08339+6517,38:23.2,+65:07:15.2,2.564466e+24,0.01911,GOALS,,5865.0,6163.0,3979.0,1267.0,506.0,148.0,,294.0,309.0,200.0,84.0,31.0,10.0,11.11
F08354+2555,38:24.1,+25:45:16.5,2.502746e+24,0.01851,GOALS,,27920.0,28460.0,17650.0,5929.0,2124.0,589.0,,1270.0,1290.0,780.0,358.0,130.0,35.0,11.6
08424-3130,44:28.1,-31:41:40.5,2.2250059999999998e+24,0.01616,GOALS,,7597.0,9841.0,7663.0,3117.0,1227.0,363.0,,381.0,493.0,384.0,205.0,82.0,27.0,11.08
F08520-6850,52:31.3,-69:01:57.0,5.918948000000001e+24,0.04632,GOALS,,5468.0,5560.0,3496.0,1318.0,613.0,170.0,,274.0,278.0,175.0,88.0,40.0,14.0,11.82
F08572+3915,00:25.3,+39:03:54.0,7.273702e+24,0.05835,GOALS,,6398.0,4452.0,1997.0,521.0,188.0,42.0,,282.0,194.0,84.0,31.0,14.0,7.0,12.16
09022-3615,04:12.7,-36:27:01.5,7.449604000000001e+24,0.05964,GOALS,,12810.0,13140.0,8057.0,2588.0,880.0,243.0,,580.0,590.0,351.0,152.0,51.0,14.0,12.31
F09111-1007,13:37.7,-10:19:24.6,6.832404e+24,0.05414,GOALS,,8314.0,10350.0,7726.0,3434.0,1357.0,434.0,,417.0,520.0,387.0,225.0,90.0,30.0,12.06
F09126+4432,15:55.1,+44:19:54.0,5.082642e+24,0.03953,GOALS,,7311.0,9282.0,7433.0,3296.0,1360.0,435.0,,366.0,465.0,372.0,217.0,92.0,29.0,11.74
F09333+4841,36:34.0,+48:28:18.8,3.388428e+24,0.025939999999999998,GOALS,,7463.0,8835.0,6737.0,2302.0,935.0,266.0,,334.0,388.0,282.0,152.0,63.0,21.0,11.34
F09437+0317,46:20.7,+03:03:30.4,2.755798e+24,0.02,GOALS,,6876.0,12370.0,13410.0,6772.0,2876.0,916.0,,244.0,440.0,480.0,443.0,190.0,64.0,11.23
F10015-0614,03:59.6,-06:29:08.5,2.3206720000000003e+24,0.01686,GOALS,,15410.0,22940.0,20760.0,8670.0,3373.0,1042.0,,690.0,1040.0,950.0,567.0,223.0,72.0,11.37
F10038-3338,06:04.6,-33:53:06.1,4.5024740000000005e+24,0.0341,GOALS,,10140.0,8693.0,5048.0,1837.0,784.0,266.0,,460.0,390.0,220.0,111.0,49.0,18.0,11.78
F10173+0828,20:00.2,+08:13:32.8,6.28001e+24,0.049089999999999995,GOALS,,6298.0,5677.0,3169.0,1132.0,501.0,144.0,,287.0,257.0,141.0,68.0,31.0,11.0,11.86
F10196+2149,22:20.0,+21:34:10.6,1.971954e+24,0.01371,GOALS,,10430.0,20960.0,24060.0,12520.0,5352.0,1809.0,,520.0,1050.0,1200.0,820.0,350.0,120.0,11.09
F10257-4339,27:51.3,-43:54:14.0,1.1788520000000002e+24,0.00935,GOALS,,120300.0,135400.0,93480.0,33910.0,12160.0,3929.0,,6000.0,6800.0,4680.0,2210.0,790.0,242.0,11.64
F10409-4556,43:07.5,-46:12:44.1,2.9594740000000004e+24,0.02101,GOALS,,7974.0,13090.0,13100.0,6560.0,2658.0,860.0,,399.0,650.0,660.0,429.0,163.0,52.0,11.32
F10567-4310,59:01.7,-43:26:25.2,2.4842300000000003e+24,0.0172,GOALS,,6910.0,11100.0,10410.0,5057.0,2124.0,690.0,,346.0,560.0,520.0,331.0,131.0,43.0,11.14
F10565+2448,59:18.1,+24:32:34.2,4.554936e+24,0.0431,GOALS,,14260.0,15800.0,10450.0,3643.0,1337.0,381.0,,640.0,710.0,460.0,215.0,78.0,22.0,12.08
F11011+4107,03:54.0,+40:51:00.4,4.554936e+24,0.03452,GOALS,,8484.0,10520.0,7825.0,2862.0,1098.0,325.0,,387.0,480.0,346.0,172.0,66.0,21.0,11.62
F11186-0242,21:10.3,-02:59:20.8,3.4100300000000003e+24,0.0249,GOALS,,6742.0,9474.0,8312.0,3795.0,1653.0,562.0,,295.0,406.0,350.0,252.0,112.0,42.0,11.43
F11231+1456,25:47.3,+14:40:21.2,4.50556e+24,0.034,GOALS,,8456.0,11400.0,9348.0,3820.0,1610.0,544.0,,283.0,380.0,297.0,252.0,108.0,41.0,11.64
F11255-4120,27:54.2,-41:36:51.7,2.3885640000000002e+24,0.01635,GOALS,,9086.0,10530.0,7785.0,3088.0,1144.0,319.0,,414.0,480.0,344.0,186.0,70.0,21.0,11.12
F11257+5850,28:32.3,+58:33:43.3,1.5337420000000003e+24,0.010320000000000001,GOALS,,130300.00000000001,118300.0,68770.0,21850.0,7688.0,2273.0,,6500.0,5900.0,3440.0,1420.0,502.0,149.0,11.93
F11506-3851,53:11.7,-39:07:49.0,1.243658e+24,0.01078,GOALS,,41980.0,49140.0,34810.0,13020.0,5182.0,1608.0,,1970.0,2280.0,1590.0,810.0,324.0,101.0,11.17
F12043-3140,06:51.8,-31:56:52.8,3.30202e+24,0.0232,GOALS,,8197.0,10890.0,8693.0,3607.0,1323.0,388.0,,410.0,540.0,435.0,238.0,89.0,28.0,11.43
F12112+0305,13:46.0,+02:48:42.2,9.106786000000001e+24,0.07332000000000001,GOALS,,9283.0,9241.0,5831.0,1974.0,796.0,226.0,,419.0,415.0,254.0,119.0,49.0,16.0,12.36
F12116+5448,14:09.7,+54:31:35.5,1.305378e+24,0.00834,GOALS,,26200.0,26140.0,16600.0,5315.0,1867.0,549.0,,1210.0,1200.0,750.0,324.0,115.0,34.0,11.1
F12115-4656,14:12.8,-47:13:42.5,2.86998e+24,0.01849,GOALS,,6914.0,10260.0,9280.0,4509.0,1757.0,598.0,,346.0,510.0,464.0,272.0,107.0,35.0,11.25
F12115-4656,14:12.8,-47:13:42.5,2.86998e+24,0.01849,GOALS,,5725.0,7924.0,7143.0,3262.0,1350.0,441.0,,287.0,397.0,358.0,213.0,83.0,28.0,11.25
F12115-4656,13:52.3,-47:16:25.4,2.86998e+24,0.01849,GOALS,,6914.0,10260.0,9280.0,4509.0,1757.0,598.0,,346.0,510.0,464.0,272.0,107.0,35.0,11.25
F12115-4656,13:52.3,-47:16:25.4,2.86998e+24,0.01849,GOALS,,5725.0,7924.0,7143.0,3262.0,1350.0,441.0,,287.0,397.0,358.0,213.0,83.0,28.0,11.25
12116-5615,14:22.1,-56:32:32.7,3.743318e+24,0.0271,GOALS,,11760.0,13020.0,8808.0,3229.0,1268.0,418.0,,530.0,580.0,384.0,195.0,80.0,28.0,11.65
F12224-0624,25:03.9,-06:40:52.1,3.663082e+24,0.02636,GOALS,,7145.0,7761.0,5079.0,1972.0,785.0,271.0,,323.0,348.0,221.0,122.0,50.0,19.0,11.36
F12243-0036,26:59.7,-00:53:32.1,1.120218e+24,0.00727,GOALS,,43050.0,34460.0,18670.0,6631.0,2595.0,930.0,,1980.0,1570.0,830.0,394.0,152.0,53.0,11.19
F12540+5708,56:14.3,+56:52:24.8,5.456048000000001e+24,0.04217,GOALS,,34870.0,30410.0,16930.0,5685.0,2007.0000000000002,597.0,,1590.0,1370.0,740.0,343.0,123.0,36.0,12.57
F12590+2934,01:24.9,+29:18:39.6,3.268074e+24,0.02359,GOALS,,6763.0,7606.0,5283.0,2032.0,727.0,218.0,,309.0,345.0,234.0,122.0,45.0,15.0,11.38
F12592+0436,01:50.3,+04:20:00.8,5.017836e+24,0.03748,GOALS,,6538.0,8455.0,6675.0,2808.0,1055.0,315.0,,295.0,379.0,291.0,171.0,65.0,20.0,11.68
F12596-1529,02:20.0,-15:46:01.8,2.354618e+24,0.01592,GOALS,,7534.0,8490.0,5962.0,2654.0,1061.0,330.0,,377.0,425.0,299.0,175.0,72.0,27.0,11.17
F13001-2339,02:52.4,-23:55:17.8,3.1322900000000003e+24,0.0217,GOALS,,16320.0,16900.0,10660.0,3747.0,1405.0,451.0,,750.0,770.0,470.0,228.0,87.0,29.0,11.56
13052-5711,08:18.7,-57:27:30.3,3.135376e+24,0.021230000000000002,GOALS,,10490.0,13550.0,10130.0,3819.0,1624.0,422.0,,480.0,610.0,450.0,231.0,101.0,28.0,11.4
F13126+2453,15:03.5,+24:37:07.6,1.715816e+24,0.01116,GOALS,,19670.0,18090.0,10660.0,3775.0,1523.0,500.0,,900.0,820.0,470.0,228.0,93.0,30.0,11.14
13120-5453,15:06.4,-55:09:22.5,4.18153e+24,0.030760000000000003,GOALS,,50720.0,55020.0,34970.0,12330.0,4396.0,1340.0,,2350.0,2530.0,1580.0,750.0,268.0,79.0,12.32
F13136+6223,15:32.8,+62:07:37.4,4.107466e+24,0.03107,GOALS,,11710.0,11160.0,6728.0,2429.0,875.0,273.0,,590.0,560.0,337.0,159.0,59.0,21.0,11.81
F13182+3424,20:35.4,+34:08:22.2,3.2403e+24,0.0233,GOALS,,21740.0,25820.0,18080.0,6356.0,2345.0,646.0,,1000.0,1180.0,810.0,393.0,146.0,41.0,11.73
F13188+0036,21:23.1,+00:20:33.2,2.70025e+24,0.018609999999999998,GOALS,,8997.0,13540.0,12010.0,5266.0,2005.0,658.0,,410.0,610.0,530.0,322.0,124.0,40.0,11.27
F13197-1627,22:21.7,-16:43:06.2,2.45337e+24,0.01654,GOALS,,6179.0,6451.0,5199.0,2440.0,1016.0,330.0,,238.0,234.0,174.0,108.0,47.0,17.0,11.28
F13229-2934,25:44.0,-29:50:00.4,1.829998e+24,0.01369,GOALS,,21440.0,31120.0,26860.0,12370.0,5058.0,1577.0,,1070.0,1560.0,1340.0,810.0,333.0,106.0,11.3
13242-5713,27:23.8,-57:29:21.8,1.0276379999999999e+24,0.009729999999999999,GOALS,,97670.0,105800.0,71630.0,26510.0,9706.0,3092.0,,4890.0,5300.0,3580.0,1740.0,642.0,194.0,11.38
F13301-2356,32:53.4,-24:12:25.5,2.462628e+24,0.016309999999999998,GOALS,,7647.0,12970.0,12520.0,5631.0,2431.0,771.0,,383.0,650.0,630.0,369.0,150.0,48.0,11.15
F13362+4831,38:17.5,+48:16:37.2,3.768006e+24,0.027819999999999998,GOALS,,8113.0,9692.0,7069.0,2757.0,1070.0,336.0,,406.0,485.0,354.0,182.0,73.0,26.0,11.56
F13373+0105,39:55.3,+00:50:09.5,3.203268e+24,0.022609999999999998,GOALS,,13980.0,21580.0,20370.0,9434.0,3759.0,1259.0,,500.0,770.0,720.0,615.0,246.0,84.0,11.62
F13428+5608,44:42.1,+55:53:13.1,4.956116e+24,0.03778,GOALS,,24460.0,22320.0,12740.0,4177.0,1531.0,427.0,,1110.0,1000.0,560.0,252.0,94.0,26.0,12.21
F13470+3530,49:13.9,+35:15:26.2,2.4286820000000004e+24,0.01679,GOALS,,8163.0,14940.0,15870.0,8243.0,3405.0,1162.0,,409.0,750.0,790.0,540.0,225.0,73.0,11.15
F13478-4848,50:56.9,-49:03:18.8,1.900976e+24,0.01034,GOALS,,15780.0,21630.0,17970.0,7116.0,2771.0,917.0,,790.0,1080.0,900.0,465.0,183.0,66.0,11.22
F13497+0220,52:16.3,+02:06:18.0,4.480872e+24,0.03304,GOALS,,7484.0,11270.0,10310.0,5010.0,1892.0,673.0,,375.0,560.0,520.0,329.0,126.0,44.0,11.66
