Name,RA,Dec,D,z,Origin,F60,F70,F100,F160,F250,F350,F500,sigma60,sigma70,sigma100,sigma160,sigma250,sigma350,sigma500,L_IR
HATLAS J143326.3+003025,218.359609,0.507033,9.910862323287672e+24,0.0782,H-ATLAS,,,481.62331121701004,511.4922067834772,173.485,57.145,20.543,,,41.3164,47.9445,7.316999999999999,8.342,8.889,
HATLAS J144011.6-004510,220.048583,-0.752966,2.2658106984109587e+25,0.17878,H-ATLAS,,,207.16431121701,338.4452067834772,163.928,79.568,28.982999999999997,,,41.3164,47.9445,7.1370000000000005,8.161,8.744,
HATLAS J145021.9+021130,222.591574,2.191811,5.691775280547944e+24,0.04491,H-ATLAS,,,458.18731121701,363.1152067834772,170.633,73.283,33.308,,,41.3164,47.9445,7.266,8.048,8.674,
HATLAS J142341.0+020420,215.921075,2.072437,3.278695758356164e+24,0.02587,H-ATLAS,,,347.3006052292734,235.47732829904555,169.62199999999999,106.345,68.527,,,98.19269999999999,91.83470000000001,7.2700000000000005,8.101,8.387,
HATLAS J143237.0-013123,218.154555,-1.523249,6.653711917808218e+24,0.0525,H-ATLAS,,,445.16531121701,338.18420678347724,162.009,58.822,21.939,,,41.3164,47.9445,7.172000000000001,8.235,8.715,
HATLAS J145059.7-000215,222.748873,-0.037513,5.431963672328767e+24,0.04286,H-ATLAS,,,274.229,343.491,168.743,72.16,21.248,,,41.3164,47.9445,7.215,8.089,8.571,
HATLAS J141154.0-004759,212.97513,-0.799831,1.238984527780822e+25,0.09776,H-ATLAS,,,242.67831121701002,318.7212067834772,173.391,84.596,33.207,,,41.3164,47.9445,7.319,8.265,8.769,
HATLAS J142228.5+011743,215.619037,1.295317,1.4859956616438356e+25,0.11725,H-ATLAS,,,309.01331121701,275.6132067834772,162.75400000000002,70.008,13.265,,,41.3164,47.9445,7.146,8.144,8.812999999999999,
HATLAS J143008.2+004212,217.534305,0.703487,6.814668377534246e+24,0.05377,H-ATLAS,,,279.25731121701006,315.73220678347724,135.403,52.123000000000005,12.036,,,29.2151,33.9019,6.508,7.432,7.766,
HATLAS J143336.2+011821,218.400983,1.30592,7.056736753972603e+24,0.05568,H-ATLAS,,,283.94731121701,350.99920678347723,171.862,63.947,29.758,,,41.3164,47.9445,7.265,8.245000000000001,8.605,
HATLAS J143527.6+021940,218.865329,2.327839,1.0663682300273974e+25,0.08414,H-ATLAS,,,539.57631121701,512.1222067834772,177.53900000000002,65.868,26.658,,,41.3164,47.9445,7.364,8.099,8.994,
HATLAS J140912.3-013454,212.301591,-1.581818,3.3625958972054794e+25,0.26532,H-ATLAS,,,310.79531121701007,323.2192067834772,160.58,71.301,40.061,,,41.3164,47.9445,7.198,8.135,8.739,
HATLAS J145140.6-001826,222.919331,-0.307288,1.0574966141369862e+25,0.08344,H-ATLAS,,,217.08202839316428,387.65133099701256,164.153,67.807,34.671,,,68.58359999999999,69.2803,7.074999999999999,8.040000000000001,8.557,
HATLAS J145531.2-003111,223.880305,-0.51981,5.344514887123288e+24,0.04217,H-ATLAS,,,499.89931121701005,520.6522067834773,173.15900000000002,63.39300000000001,25.68,,,41.3164,47.9445,7.338,8.142,8.524000000000001,
HATLAS J145320.2+002128,223.334555,0.357982,4.000972029205479e+25,0.31569,H-ATLAS,,,370.22731121701,264.0362067834772,167.43099999999998,71.353,33.358,,,41.3164,47.9445,7.285,8.168999999999999,8.615,
HATLAS J143648.6-012312,219.202673,-1.386733,3.300114373863014e+25,0.26039,H-ATLAS,,,217.12831121701,235.02620678347722,181.877,78.58800000000001,26.969,,,41.3164,47.9445,7.4110000000000005,8.062,8.482999999999999,
HATLAS J145116.6+022606,222.819338,2.435124,2.1758271658082192e+25,0.17168,H-ATLAS,,,289.11231121701,204.45620678347723,169.898,82.94600000000001,39.881,,,41.3164,47.9445,7.235,8.061,8.616999999999999,
HATLAS J141816.3-002243,214.568019,-0.378773,4.6107055156164386e+24,0.03638,H-ATLAS,,,105.10265376473218,245.0644871495217,129.81599999999997,57.909,29.218999999999998,,,54.9651,53.7956,6.475,7.447,7.783,
HATLAS J142459.7+020742,216.248793,2.128551,1.5668541036164384e+25,0.12363,H-ATLAS,,,259.46131121701006,271.10620678347726,162.698,81.443,42.448,,,41.3164,47.9445,7.201,8.184000000000001,8.701,
HATLAS J141623.6+020012,214.0984,2.003609,6.964218473972602e+24,0.05495,H-ATLAS,,,281.4421006702781,178.47706113271417,172.524,87.28099999999999,38.57,,,81.5155,78.87700000000001,7.4559999999999995,8.25,9.099,
HATLAS J143235.1+014218,218.146504,1.705152,1.3843522910136984e+25,0.10923,H-ATLAS,,,41.65571121701002,193.40620678347722,166.048,100.18199999999999,33.622,,,41.3164,47.9445,7.316999999999999,8.179,8.613000000000001,
HATLAS J144329.4+001213,220.872763,0.203829,3.6018760515068495e+24,0.02842,H-ATLAS,,,190.45431121701,253.03320678347723,124.276,65.353,34.32,,,29.2151,33.9019,6.439,7.335999999999999,7.633,
HATLAS J143027.6-005614,217.615361,-0.937381,4.029234462684931e+25,0.31792,H-ATLAS,,,177.57231121701003,262.81820678347725,133.045,57.717,21.531000000000002,,,41.3164,47.9445,6.593,7.477,7.988,
HATLAS J145128.8+005428,222.87005,0.907867,5.495332357260274e+24,0.04336,H-ATLAS,,,410.40031121701,387.9432067834772,161.214,77.42,19.701,,,41.3164,47.9445,7.252,8.147,8.528,
HATLAS J142004.5-001852,215.018987,-0.314627,6.547252527123287e+24,0.05166,H-ATLAS,,,312.86031121701,304.32320678347725,127.82199999999999,51.357,7.5009999999999994,,,41.3164,47.9445,6.4559999999999995,7.4159999999999995,7.743,
HATLAS J144009.3+012023,220.038755,1.339753,1.07194467430137e+25,0.08458,H-ATLAS,,,177.90331121701004,249.37520678347724,125.62300000000002,46.666,16.793,,,29.2151,33.9019,6.483,7.406000000000001,7.711,
HATLAS J144749.2+010306,221.955248,1.051832,3.627223525479452e+24,0.02862,H-ATLAS,,,335.311423759222,442.86176293271035,164.17100000000002,81.771,35.818999999999996,,,69.4041,69.8424,7.420000000000001,8.072,8.529,
HATLAS J143806.7+003220,219.528322,0.538978,2.655021161260274e+25,0.20949,H-ATLAS,,,435.97931121701,346.89820678347724,163.217,61.616,16.593,,,41.3164,47.9445,7.29,8.144,8.65,
HATLAS J141701.5+002836,214.256586,0.476929,6.647375049315068e+24,0.05245,H-ATLAS,,,379.0706739006564,281.71600267612934,123.653,75.13799999999999,37.519999999999996,,,61.1828,58.587199999999996,6.476,7.391,7.647,
HATLAS J142608.4+005429,216.535304,0.908313,1.5847240727671233e+25,0.12504,H-ATLAS,,,403.73131121701,332.81420678347723,167.822,63.882999999999996,28.464,,,29.2151,33.9019,7.286,8.026,8.387,
HATLAS J143334.2-012559,218.392862,-1.433314,2.027924655178082e+25,0.16001,H-ATLAS,,,493.77731121701004,322.8942067834772,157.525,68.949,27.627,,,41.3164,47.9445,7.188,8.024,8.416,
HATLAS J141149.9-002849,212.958149,-0.480527,1.2375904167123286e+25,0.09765,H-ATLAS,,,96.45291121701003,207.4092067834772,161.862,91.266,62.439,,,41.3164,47.9445,7.385,8.229000000000001,8.878,
HATLAS J141236.9-010043,213.154063,-1.012221,6.807064135342465e+24,0.05371,H-ATLAS,,,332.81028997792305,459.12784839631615,163.306,80.36500000000001,26.776,,,58.1148,61.608000000000004,7.377,8.097,8.364999999999998,
HATLAS J142225.0+011152,215.604516,1.197805,6.84762009369863e+24,0.05403,H-ATLAS,,,232.34731121701003,312.3312067834772,163.825,68.453,39.327,,,41.3164,47.9445,7.3759999999999994,8.052,8.895999999999999,
HATLAS J141116.0-001034,212.816886,-0.176228,1.3538085848767124e+25,0.10682,H-ATLAS,,,298.32631121701,340.39120678347723,163.362,73.102,53.462,,,41.3164,47.9445,7.341,7.97,8.449,
HATLAS J144203.7+000432,220.515657,0.075686,3.052849765260274e+25,0.24088,H-ATLAS,,,227.38231121701003,202.0212067834772,119.673,47.354,22.964,,,29.2151,33.9019,6.43,7.388999999999999,7.698,
HATLAS J142806.4+005339,217.026926,0.894405,1.4529172081095892e+25,0.11464,H-ATLAS,,,177.22531121701002,180.4342067834772,117.437,56.269,28.777,,,29.2151,33.9019,6.4270000000000005,7.396,7.6930000000000005,
HATLAS J142240.1+012420,215.6674,1.405599,9.863969496438357e+24,0.07783,H-ATLAS,,,169.51731121701002,217.27520678347722,154.315,69.015,22.284000000000002,,,41.3164,47.9445,7.233,8.151,8.73,
HATLAS J141404.3-004102,213.517918,-0.68399,6.4927554580821915e+25,0.5123,H-ATLAS,,,48.51971121701002,142.7982067834772,160.993,112.96499999999999,71.205,,,45.448,50.3418,7.352,7.993,8.434000000000001,
HATLAS J144304.6-003905,220.769517,-0.651623,1.9338855267397262e+25,0.15259,H-ATLAS,,,295.50331121701004,214.2602067834772,123.214,56.918000000000006,28.769,,,29.2151,33.9019,6.502,7.403,7.64,
HATLAS J140904.6+000629,212.269527,0.108141,1.0495121598356163e+25,0.08281,H-ATLAS,,,353.82431121701,386.3212067834772,160.449,60.388,15.824000000000002,,,41.3164,47.9445,7.316,8.065,8.356,
HATLAS J142707.0+004327,216.779294,0.724196,6.1949226389041095e+25,0.4888,H-ATLAS,,,72.63271121701003,160.3752067834772,121.86,80.043,55.222,,,29.2151,33.9019,6.476,7.437,7.711,
HATLAS J142731.8-001724,216.882901,-0.290068,6.793123024657535e+24,0.0536,H-ATLAS,,,340.2791532753259,297.32913704806566,149.13000000000002,82.076,27.059,,,70.22879999999999,70.5472,7.086,8.065,8.827,
HATLAS J141235.5+023130,213.148146,2.525028,8.677707714520548e+24,0.06847,H-ATLAS,,,294.73831121701,383.1742067834772,161.273,62.4,25.079,,,41.3164,47.9445,7.23,8.315,8.64,
HATLAS J144202.2+014951,220.509286,1.830838,3.940264829041096e+25,0.3109,H-ATLAS,,,337.19831121701,200.0002067834772,132.923,60.37,38.517999999999994,,,41.3164,47.9445,6.717,7.639,8.087,
HATLAS J142820.9+005611,217.08727,0.936576,1.5982849713424656e+25,0.12611,H-ATLAS,,,165.71831121701004,208.6822067834772,123.617,48.555,8.817,,,29.2151,33.9019,6.507,7.3629999999999995,7.603000000000001,
HATLAS J142628.2-003415,216.617871,-0.570906,9.273373352876712e+24,0.07317,H-ATLAS,,,294.90880899259446,133.95605415800213,162.496,78.979,29.326999999999998,,,65.9589,67.287,7.412,8.27,8.593,
HATLAS J140118.1+011005,210.325531,1.16829,1.6234138233520549e+25,0.12809275,H-ATLAS,,,490.65231121701004,445.7622067834772,182.68499999999997,74.729,21.437,,,41.3164,47.9445,7.976000000000001,8.633999999999999,9.251000000000001,
HATLAS J141126.2+011711,212.859398,1.286499,3.160830004383562e+24,0.02494,H-ATLAS,,,379.4836675772281,393.48863452903396,155.60999999999999,61.702,19.288,,,83.2987264082628,71.80230869693791,7.2700000000000005,8.141,8.648,
HATLAS J143214.9-011023,218.06234,-1.173071,4.572684304657535e+24,0.03608,H-ATLAS,,,271.04226755198835,385.9192117792368,153.454,86.09400000000001,34.425,,,118.148,108.038,7.2540000000000004,8.078,8.75,
HATLAS J141318.9+013951,213.329077,1.66417,3.278695758356164e+24,0.02587,H-ATLAS,,,309.0712458242321,270.6551174886885,153.9,69.696,43.812999999999995,,,51.82916104406696,44.714884349618245,7.167,8.120000000000001,8.913,
HATLAS J141655.0+000252,214.229173,0.048025,1.5619113461917807e+25,0.12324,H-ATLAS,,,251.27231121701004,257.5152067834772,122.866,61.742,31.616,,,29.2151,33.9019,6.522,7.425,7.732,
HATLAS J142933.0-003921,217.387864,-0.656035,3.196316467945205e+25,0.2522,H-ATLAS,,,239.53131121701003,287.5842067834772,138.92499999999998,72.551,35.011,,,29.2151,33.9019,6.886,7.704,8.269,
HATLAS J142824.7+013930,217.102933,1.658471,1.2170462890575342e+26,0.96029,H-ATLAS,,,108.94631121701002,155.56920678347723,118.217,84.15,48.016000000000005,,,29.2151,33.9019,6.475,7.435,7.630999999999999,
HATLAS J141901.0+020618,214.754379,2.105233,6.732289087123288e+24,0.05312,H-ATLAS,,,168.18231121701,194.6962067834772,150.60899999999998,79.306,28.653000000000002,,,41.3164,47.9445,7.201,8.132,9.072999999999999,
HATLAS J140649.0-005647,211.70424,-0.946399,3.439398743342466e+25,0.27138,H-ATLAS,,,228.03331121701,254.14720678347723,161.217,81.027,38.189,,,41.3164,47.9445,7.384,8.113,8.687999999999999,
HATLAS J142600.1+001354,216.500434,0.231789,1.065734543178082e+25,0.08409,H-ATLAS,,,166.57280201544614,310.72489252580704,152.20700000000002,76.30499999999999,28.6,,,69.488,70.0539,7.252,8.175,8.69,
HATLAS J143926.1+000118,219.858938,0.021674,1.0757467953972603e+26,0.8488,H-ATLAS,,,169.47631121701002,169.1372067834772,152.01799999999997,91.849,42.001999999999995,,,41.3164,47.9445,7.2059999999999995,8.144,8.59,
HATLAS J142456.1-002230,216.233944,-0.375242,1.0005915350684933e+25,0.07895,H-ATLAS,,,730.2606853140893,553.4036722268769,157.018,106.91799999999999,75.584,,,127.14471251048582,109.28208290187419,7.347,8.062,8.319,
HATLAS J142041.0+015931,215.170866,1.992039,9.923536060273972e+24,0.0783,H-ATLAS,,,271.5226674393341,359.2487726180255,166.615,81.728,33.291000000000004,,,69.4931,70.0582,7.46,8.227,8.66,
HATLAS J144503.2+003137,221.263522,0.526995,3.641164636164383e+24,0.02873,H-ATLAS,,,456.39657333652445,359.0543778269337,155.326,96.086,37.599000000000004,,,145.0467029131651,124.55734441303045,7.388999999999999,8.086,9.032,
HATLAS J140959.8-011720,212.499175,-1.288936,1.4830807021369862e+25,0.11702,H-ATLAS,,,246.80031121701,311.2572067834772,161.425,86.225,38.515,,,41.3164,47.9445,7.452,8.149999999999999,8.668000000000001,
HATLAS J141930.8-003042,214.878645,-0.511901,1.5975245471232877e+25,0.12605,H-ATLAS,,,55.47891121701002,173.69220678347722,116.036,79.646,36.578,,,32.1366,35.596999999999994,6.473999999999999,7.39,7.774,
HATLAS J141814.7+004148,214.561517,0.69685,1.4958811764931506e+25,0.11803,H-ATLAS,,,220.03631121701002,212.3682067834772,115.355,51.733000000000004,15.630999999999998,,,29.2151,33.9019,6.449,7.4479999999999995,7.672,
HATLAS J142757.6+003521,216.990035,0.589413,1.0685227653150684e+25,0.08431,H-ATLAS,,,216.6496589056924,217.53410742802174,118.093,63.057,26.346999999999998,,,41.25,43.5291,6.462,7.392,7.696,
HATLAS J144207.7+013639,220.53209,1.610992,9.938744544657534e+24,0.07842,H-ATLAS,,,115.81431121701003,172.48420678347722,113.802,64.807,40.592000000000006,,,41.3164,47.9445,6.452,7.3790000000000004,7.811,
HATLAS J143154.9+011259,217.979099,1.216439,1.378015422520548e+25,0.10873,H-ATLAS,,,116.69618810501694,317.2205338304192,152.32299999999998,89.987,57.126000000000005,,,64.91199999999999,66.3279,7.297,7.962999999999999,8.642000000000001,
HATLAS J141611.5+004437,214.048052,0.743855,1.5764861437260275e+25,0.12439,H-ATLAS,,,112.48231121701002,173.16820678347722,117.472,53.948,16.168,,,29.2151,33.9019,6.507,7.4510000000000005,7.689,
HATLAS J142241.2+013328,215.672067,1.557842,2.5272698924383565e+25,0.19941,H-ATLAS,,,207.34431121701002,236.0292067834772,148.728,64.667,25.69,,,41.3164,47.9445,7.231999999999999,8.148000000000001,8.715,
HATLAS J143701.0-010421,219.254266,-1.072664,9.163111841095891e+24,0.0723,H-ATLAS,,,323.73331121701005,381.4682067834772,155.981,56.897000000000006,15.536,,,41.3164,47.9445,7.329,8.255,9.007,
HATLAS J140429.6-001412,211.123586,-0.236833,3.0987286931506847e+25,0.2445,H-ATLAS,,,97.88301121701002,171.00220678347722,150.438,81.874,33.924,,,41.3164,47.9445,7.289000000000001,8.156,9.468,
HATLAS J141355.9-000203,213.483223,-0.034197,1.5758524568767123e+25,0.12434,H-ATLAS,,,156.92231121701002,287.2282067834772,151.233,83.729,29.617,,,41.3164,47.9445,7.301,8.102,8.751,
HATLAS J142935.6-003826,217.398344,-0.6408,1.0535677556712329e+25,0.08313,H-ATLAS,,,114.66931121701002,202.78420678347723,129.691,85.929,40.166,,,29.2151,33.9019,6.846,7.622,8.236,
HATLAS J142035.5-005704,215.14813,-0.951265,8.027063405117808e+25,0.633362,H-ATLAS,,,183.78031121701002,151.3952067834772,146.76600000000002,73.497,37.305,,,41.3164,47.9445,7.176,8.144,8.738,
HATLAS J143937.3+000722,219.905813,0.122911,6.525707174246576e+24,0.05149,H-ATLAS,,,400.06331121701,369.48020678347723,152.82299999999998,68.036,30.851,,,29.2151,33.9019,7.303999999999999,8.207,8.602,
HATLAS J144515.0+003907,221.31268,0.652146,3.5724729816986307e+25,0.28188,H-ATLAS,,,246.61731121701,262.9252067834772,153.544,77.219,32.848,,,41.3164,47.9445,7.23,8.078999999999999,8.607999999999999,
HATLAS J144735.0-000720,221.896034,-0.122244,7.158126649863014e+24,0.05648,H-ATLAS,,,361.16231121701003,360.23420678347725,156.371,62.272,25.7,,,41.3164,47.9445,7.218999999999999,8.229999999999999,8.604000000000001,
HATLAS J141358.6+020906,213.494284,2.151696,9.810739801095892e+24,0.07741,H-ATLAS,,,567.722211057283,418.37711497130994,148.72,73.597,38.954,,,63.8396,65.5844,7.263999999999999,8.116999999999999,8.632000000000001,
HATLAS J141827.4-001703,214.614453,-0.284336,3.1672936102465752e+25,0.24991,H-ATLAS,,,51.49041121701002,117.38120678347721,117.155,116.415,80.231,,,29.2151,33.9019,6.548,7.388999999999999,7.644,
HATLAS J141715.1+001314,214.313127,0.220743,9.805670306301368e+24,0.07737,H-ATLAS,,,92.82351121701002,251.02120678347723,114.464,48.622,19.261,,,29.2151,33.9019,6.463,7.3870000000000005,7.736,
HATLAS J141905.1-003236,214.771407,-0.543336,1.7468211688219179e+25,0.13783,H-ATLAS,,,209.67031121701,251.6362067834772,113.11,40.908,7.765000000000001,,,29.2151,33.9019,6.4270000000000005,7.428,7.702,
HATLAS J143831.4+024230,219.631216,2.708515,7.379917047123288e+24,0.05823,H-ATLAS,,,370.78331121701,391.8082067834772,146.397,53.864000000000004,11.639,,,41.3164,47.9445,7.215,8.222,8.588000000000001,
HATLAS J140929.7-000929,212.37415,-0.158099,1.1833468224109588e+25,0.09337,H-ATLAS,,,379.19031121701005,370.6112067834772,158.917,74.32900000000001,34.915,,,41.3164,47.9445,7.49,8.193000000000001,8.822999999999999,
HATLAS J145046.7+015559,222.694787,1.933256,8.809514579178083e+24,0.06951,H-ATLAS,,,102.76631121701001,231.6302067834772,144.589,61.555,31.18,,,41.3164,47.9445,7.204999999999999,8.081,8.536999999999999,
HATLAS J144217.4+001522,220.572891,0.256386,2.283173718082192e+25,0.18015,H-ATLAS,,,232.75631121701002,264.20820678347724,114.33200000000001,45.625,14.520999999999999,,,29.2151,33.9019,6.469,7.359,7.64,
HATLAS J142650.7+005801,216.711322,0.967088,1.8305945703013701e+25,0.14444,H-ATLAS,,,90.64401121701002,158.0332067834772,109.384,56.266999999999996,22.59,,,29.2151,33.9019,6.426,7.405,7.82,
HATLAS J143729.4-005245,219.372611,-0.879294,1.535043023780822e+25,0.12112,H-ATLAS,,,293.01131121701,319.4882067834772,148.94199999999998,63.17399999999999,25.15,,,41.3164,47.9445,7.2379999999999995,8.229000000000001,8.765,
HATLAS J143006.6-004403,217.527572,-0.734231,4.242153244054794e+25,0.33472,H-ATLAS,,,273.90831121701,213.03720678347722,115.786,54.913999999999994,20.400000000000002,,,29.2151,33.9019,6.561,7.492999999999999,7.782,
HATLAS J142159.3+010936,215.497099,1.160082,6.928732010410959e+24,0.05467,H-ATLAS,,,238.12131121701003,276.36420678347724,147.381,64.18799999999999,21.798000000000002,,,41.3164,47.9445,7.133,8.077000000000002,8.716,
HATLAS J142646.9-003034,216.695592,-0.509571,3.209877366520548e+25,0.25327,H-ATLAS,,,220.76931121701003,269.48220678347724,152.53300000000002,62.964000000000006,12.02,,,41.3164,47.9445,7.413,8.031,8.538,
HATLAS J144331.1-001624,220.879642,-0.273445,1.795615056219178e+25,0.14168,H-ATLAS,,,296.74731121701,283.35220678347724,114.68599999999999,57.708000000000006,26.659,,,29.2151,33.9019,6.446999999999999,7.409,7.67,
HATLAS J145146.3+001724,222.942942,0.29011,5.414220440547944e+24,0.04272,H-ATLAS,,,261.06322439911963,195.27150198450684,149.164,72.365,38.271,,,81.95270000000001,79.3923,7.341,8.014999999999999,8.427999999999999,
HATLAS J140632.1+020943,211.633964,2.161989,2.281779607013699e+25,0.18004,H-ATLAS,,,258.15031121701,298.3392067834772,144.11499999999998,66.187,13.556000000000001,,,41.3164,47.9445,7.171,8.122,8.969,
HATLAS J144606.7-013409,221.528071,-1.569319,2.263149213643836e+25,0.17857,H-ATLAS,,,214.21531121701003,235.91820678347722,143.091,88.202,44.617,,,41.3164,47.9445,7.176,8.067,8.543999999999999,
HATLAS J142911.9-001416,217.299675,-0.237781,4.369904512876712e+24,0.03448,H-ATLAS,,,213.22331121701,251.9682067834772,112.631,41.854,10.272,,,29.2151,33.9019,6.436,7.397,7.648000000000001,
HATLAS J141251.6-010234,213.215403,-1.042969,1.5281992058082192e+25,0.12058,H-ATLAS,,,174.02631121701,330.66220678347725,140.393,74.824,22.835,,,41.3164,47.9445,7.207,8.052999999999999,9.056,
HATLAS J141346.8+015600,213.445199,1.933335,6.94394049479452e+24,0.05479,H-ATLAS,,,261.90231121701004,380.34220678347725,146.971,75.914,37.068,,,41.3164,47.9445,7.24,8.315,8.725999999999999,
HATLAS J141704.2-005307,214.267654,-0.885344,4.241899769315068e+25,0.3347,H-ATLAS,,,289.14631121701,273.2822067834772,157.285,69.56400000000001,20.156,,,29.2151,33.9019,7.401,8.112,8.666,
HATLAS J143948.2-001541,219.950982,-0.261457,2.7121797150684928e+25,0.214,H-ATLAS,,,215.097,246.18300000000002,147.094,112.67699999999999,62.722,,,45.448,50.3418,7.3660000000000005,8.018,8.506,
HATLAS J141104.6-012904,212.769579,-1.48447,1.7425120982465751e+25,0.13749,H-ATLAS,,,366.20031121701004,352.35220678347724,149.002,61.239000000000004,28.489,,,45.448,50.3418,7.392,8.097,8.857999999999999,
HATLAS J143530.5+004700,218.877361,0.783405,1.7238817048767125e+25,0.13602,H-ATLAS,,,179.50731121701003,218.43320678347723,145.428,74.422,33.711,,,41.3164,47.9445,7.335999999999999,8.078,8.75,
HATLAS J140834.3-012958,212.143128,-1.499657,8.115880953917809e+25,0.64037,H-ATLAS,,,234.19331121701,242.5382067834772,149.983,69.727,21.297,,,41.3164,47.9445,7.44,8.014999999999999,8.938,
HATLAS J145042.5-005231,222.677306,-0.875279,3.367411917260274e+24,0.02657,H-ATLAS,,,90.2115379580319,305.0666310800612,141.34199999999998,90.12299999999999,55.521,,,138.91400000000002,125.6,7.183,8.041,8.416,
HATLAS J144727.6+015505,221.865407,1.918287,4.297664212054795e+24,0.03391,H-ATLAS,,,323.20831121701,365.8892067834772,142.77200000000002,63.312999999999995,11.288,,,41.3164,47.9445,7.325,8.007,8.501999999999999,
HATLAS J141052.9+002830,212.720452,0.475122,1.8627858622465753e+25,0.14698,H-ATLAS,,,216.74131121701,228.3332067834772,145.489,70.115,36.339999999999996,,,41.3164,47.9445,7.325,8.324,8.839,
HATLAS J140920.5-011131,212.335551,-1.191957,1.054201442520548e+25,0.08318,H-ATLAS,,,227.06450864561648,259.57491291049865,140.46,75.265,32.393,,,70.4371,70.7253,7.183,8.207,8.581,
HATLAS J144244.2+015846,220.684285,1.979649,8.530692365479451e+24,0.06731,H-ATLAS,,,316.65831121701007,429.2432067834772,140.778,58.681,17.076999999999998,,,41.3164,47.9445,7.155,8.111,8.984,
HATLAS J144005.4+014347,220.022906,1.729939,3.1172323491506848e+25,0.24596,H-ATLAS,,,112.10031121701002,152.4232067834772,133.806,79.942,30.808,,,29.2151,33.9019,7.027,8.0,8.364,
HATLAS J144854.3+002747,222.226504,0.463113,4.3648350180821917e+24,0.03444,H-ATLAS,,,245.64631121701004,267.8462067834772,140.70499999999998,58.19499999999999,13.077,,,41.3164,47.9445,7.247,8.031,8.534,
HATLAS J142617.7+003203,216.5741,0.534296,2.4386804709041095e+25,0.19242,H-ATLAS,,,164.67531121701,171.81220678347722,141.804,62.357,33.084,,,29.2151,33.9019,7.309,8.212,8.822,
HATLAS J144047.6-005804,220.198714,-0.967956,7.21896058739726e+24,0.05696,H-ATLAS,,,318.81831121701003,390.59320678347717,151.692,67.25200000000001,31.537999999999997,,,41.3164,47.9445,7.401,8.044,8.814,
HATLAS J141630.8-002335,214.128725,-0.393195,1.7745766528219177e+25,0.14002,H-ATLAS,,,176.00331121701,212.72520678347723,130.562,61.739000000000004,25.886,,,29.2151,33.9019,6.926,7.822000000000001,8.528,
HATLAS J142743.2+020154,216.930401,2.031845,2.377339583890411e+25,0.18758,H-ATLAS,,,192.08831121701004,304.1902067834772,136.247,48.409,15.445,,,29.2151,33.9019,7.123,8.101,8.799,
HATLAS J141116.4+002922,212.818392,0.489606,6.725952218630137e+24,0.05307,H-ATLAS,,,207.32373807415365,329.72262384803594,149.37300000000002,75.794,23.506,,,71.50489999999999,71.4748,7.414,8.119,8.796999999999999,
HATLAS J142410.9+000936,216.045818,0.160253,3.311520737150685e+25,0.26129,H-ATLAS,,,310.40231121701,280.3192067834772,140.454,64.322,13.293,,,41.3164,47.9445,7.181,8.021,8.687999999999999,
HATLAS J145359.3+010730,223.497295,1.12514,7.29462279720548e+25,0.57557,H-ATLAS,,,209.7009441883551,203.39302089900949,138.92499999999998,91.309,40.025,,,104.48408458515813,89.92505692765023,7.199,8.013,8.567,
HATLAS J141719.9+011023,214.333077,1.173292,6.893245546849315e+24,0.05439,H-ATLAS,,,112.99731121701002,171.65220678347723,109.128,52.911,18.675,,,41.3164,47.9445,6.44,7.413,7.765000000000001,
HATLAS J143331.8-001640,218.382715,-0.27798,1.555067528219178e+25,0.1227,H-ATLAS,,,270.60831121701,261.9432067834772,113.89,42.511,14.746,,,41.3164,47.9445,6.622,7.453,7.9319999999999995,
HATLAS J141643.9+014335,214.183145,1.726449,7.055469380273972e+24,0.05567,H-ATLAS,,,227.56363422799856,264.5461040064469,109.033,50.84,24.683,,,62.251599999999996,64.3563,6.443,7.373,7.675999999999999,
HATLAS J142318.3+013913,215.82658,1.653833,1.3240886716438356e+26,1.04475,H-ATLAS,,,114.176,241.28,146.60500000000002,128.851,87.16799999999999,,,45.448,50.3418,7.356,8.211,8.338,
HATLAS J141739.8+015745,214.415893,1.962559,2.4476788241643835e+25,0.19313,H-ATLAS,,,173.21631121701003,210.96920678347723,142.601,66.298,27.462,,,41.3164,47.9445,7.225,8.067,8.581999999999999,
HATLAS J141702.6-000835,214.261135,-0.143278,3.522538457972603e+25,0.27794,H-ATLAS,,,89.37831121701002,185.5902067834772,104.112,56.586,24.842,,,29.2151,33.9019,6.432,7.435,7.734999999999999,
HATLAS J142956.0-002148,217.483413,-0.363388,2.332347817589041e+25,0.18403,H-ATLAS,,,114.03031121701002,164.00920678347723,107.491,47.322,15.391,,,29.2151,33.9019,6.445,7.413,7.717,
HATLAS J140849.4-005355,212.205895,-0.898716,1.0540747051506848e+25,0.08317,H-ATLAS,,,345.25831121701003,321.2352067834772,152.479,58.785,22.213,,,41.3164,47.9445,7.471,8.108,8.954,
HATLAS J143619.8-012631,219.082644,-1.442053,7.139116044383562e+24,0.05633,H-ATLAS,,,240.82131121701002,206.13420678347723,145.009,64.577,34.854000000000006,,,41.3164,47.9445,7.442,8.073,8.661999999999999,
HATLAS J142950.2-000659,217.459547,-0.116556,1.0889274818630136e+25,0.08592,H-ATLAS,,,108.04619025175273,243.7648228701949,105.607,53.627,24.94,,,47.6935,48.3945,6.452,7.372,7.7860000000000005,
